	diff.btw	diff.btw	diff.win	diff.win	effect	effect	label	label	overlap	overlap	rab.all	rab.all	rab.sample.B121	rab.sample.B122	rab.sample.B123	rab.sample.B124	rab.sample.B125	rab.sample.B126	rab.sample.B127	rab.sample.B128	rab.sample.B137	rab.sample.B138	rab.sample.B139	rab.sample.B140	rab.sample.B141	rab.sample.B142	rab.sample.B143	rab.sample.B144	rab.sample.B169	rab.sample.B170	rab.sample.B171	rab.sample.B172	rab.sample.B173	rab.sample.B174	rab.sample.B175	rab.sample.B176	rab.sample.B184	rab.sample.B185	rab.sample.B186	rab.sample.B187	rab.sample.B188	rab.sample.B189	rab.sample.B190	rab.sample.B191	rab.win.H	rab.win.RT	rab.win.trH	rab.win.trRT	we.eBH	we.eBH	we.ep	we.ep	wi.eBH	wi.eBH	wi.ep	wi.ep
Eggerthellaceae	-3.5367515016366804	1.1091336598211299	3.56281619500458	2.39974100122985	-0.8650498117242991	0.29511341021190196	Significant	Not significant	0.11132843721245099	0.29434705693789004	-4.18585092657047	-3.9033449765267796	-2.32882374068331	-3.0508611186886205	-2.11793558703309	-3.80797253427346	-2.8673873115861803	-8.67641992350903	-9.104179812167562	-2.94568190312075	-4.05662552975375	-4.7259822237485	-3.66405069056503	-3.8931363625413598	-8.55719268176468	-4.55656582357055	-3.65056040080239	-4.90518896596753	-5.07509715323718	-4.09754540025084	-8.90372934583706	-4.16236294709252	-7.1548025961725905	-9.40427797909623	-9.48224255442929	-4.76337709441901	-3.2654552367657703	-3.9085658393285203	-8.268271377381831	-2.8344783404801803	-0.8100688945598091	-1.52002858318634	-3.1526585576856	-0.63951078605546	-5.774856040696959	-2.78183077374893	-3.1067393116962405	-4.2836965823681	0.0842926011879343	0.82032182434451	0.0502690106156449	0.6763728701739671	0.0300191589405562	0.428978917868254	0.0113636363636364	0.203166278166278
Enterobacteriaceae	1.9987332428648201		4.710793869058059		0.33877804139337203		Not significant		0.33984380673302395		-6.74094407361995																		-4.47454877865616	-8.84089209002915	-9.134374854732311	-4.679233284953	-5.68209059801195	-4.19322074946694	-3.94115045491463	-9.05069980567345	-9.2108228352309	-8.070660351902111	-8.41821818043476	-2.63174829944188	-7.75318153440496	-7.42883260849653	-8.76158465189574	-8.49702341512586	-5.23130340242838	-7.77368312718433			0.48370609892268107		0.4203882166054311		0.443748100347286		0.366720085470085	
Erysipelotrichaceae	0.922140771849425	0.9016576581820219	1.1041153362952199	1.5964870138161	0.749756539473646	0.579890900113901	Not significant	Not significant	0.235867562407096	0.220273033413242	3.24159757661183	1.74989406311149	2.1587322918430303	2.14127721945052	1.4317574752207398	1.8707609949933002	3.74476975712628	4.0790761800631	2.45579035011344	1.39646125567718	1.08351774439213	1.04061844550429	3.6635240850291497	0.661897458163441	2.5411512893747403	1.1993558006387601	0.600365534958885	1.46702912450686	3.5712812584209197	3.8304504951724203	4.52071377538296	3.10937530556266	3.03099390459891	3.5961674828292103	3.3672606706469304	3.24964420586496	2.41826642250569	2.67160499948073	3.1467917513755097	4.24219522158556	1.71928023805849	1.7585236015143302	3.77688889444275	1.81372914321309	3.46254508957489	2.56316038028684	2.15005047002439	1.19907196761597	0.118630119547257	0.403563213130176	0.0688128082271425	0.125617826325681	0.16541739060399302	0.272141283040995	0.10538073038073	0.0736536033411033
Family_XIII	-0.7946068587048921	-0.0457321917468549	1.24546150798684	0.933366974153374	-0.5444927005749429	-0.0378754430332595	Not significant	Not significant	0.27290457403104895	0.47953217023476796	-0.519995573361309	-1.29203043337799	-1.48567326942286	-2.2464903957014997	-1.1694247994615001	-1.74394934204765	-1.2043216753033301	-1.28824440010204	-0.381313928448531	-1.08440427080679	-1.30963186797371	-2.1880538835123	-0.239236018270426	-1.2287287588153202	-2.19593900703295	-0.919038229315949	-1.49928945041574	-0.9305310527393109	-0.23128924153552302	-0.3658983764265879	-1.5162816747805	-1.48269816840515	-1.13055115411409	-1.2940271550853402	-0.32651896143487297	-0.8760000755010079	-0.10311038926693301	1.01150147028999	-2.2808336632025896	-0.589961401749778	0.28761089823659997	-1.39052742530155	0.38119151885815894	0.5824125509198729	-0.953035571859578	0.0285670070485526	-1.3219583282295602	-1.2628878896321798	0.304155246551706	0.85508764418526	0.23110500691243696	0.724202880950667	0.26368066599289497	0.843204741492182	0.19141899766899803	0.742325903263403
Gastranaerophilales.other	-2.12773727011448	-1.54558899845854	1.26781887986875	7.35241796310233	-1.60533904003705	-0.22873805404188602	Significant	Not significant	0.0643280583714074	0.384765663686849	1.89588027464012	-7.880175315389089	-0.57063750370278	-8.96541217571118	-8.908264747302821	-8.43860894307897	-8.893586408236919	-8.42771569591056	-8.36220383731202	-9.18284912242061	-9.727031254624231	-9.75604826248099	-8.30683958420295	-9.15312028575919	-0.47671186304647206	0.11092086343680099	-1.40161276871308	-9.20158235941339	-0.21641564112189396	1.1029565583683998	0.5141902848810829	0.46350686252428003	2.16082743298987	1.6551105794920302	0.696205376266303	0.715320265641398	4.162711780321819	3.61883697767423	1.13395722232154	2.23617008863056	3.46824688538131	2.20580181818381	3.01532286601776	3.29216207239564	0.7542696707221991	3.16129176814618	-8.202459103934519	-7.39219510426651	0.00504327194690479	0.669439274973821	0.000824595550174062	0.45056325365961797	0.00935979144312478	0.690381026327219	0.0018769425019425	0.529783411033411
Lachnospiraceae	-1.6860869637356002	0.0261374744530203	1.4045307809471799	1.13587976965341	-1.14346073748229	0.0286901497225254	Significant	Not significant	0.11328155596018599	0.48927875583312297	5.339782480908691	5.982206013363401	4.87358978851559	5.8012984898095405	6.84340411106501	5.5407690633763895	5.421873567585349	7.03430988807518	6.203468589288501	6.8786671470113205	6.7965857136368	6.72186230936254	5.76098143885589	6.7418908625755405	5.18749934687887	5.96699455996794	5.419809272882251	5.78141221739583	5.6314756705110804	4.864195574944151	4.4771923218891505	3.81351056322465	4.4360934417758395	5.50600704683464	4.6661015597201505	4.59188507886934	5.74919779911641	7.50656956130833	5.77687301042449	4.824080812937559	7.77301968465599	7.11605257050074	5.0296229636197305	7.417355322245999	4.66465591909909	6.612267003981401	6.01208853514188	5.96156052056234	0.024580575974707995	0.9146787090680691	0.007227423899841409	0.8238477767106909	0.0276783712812268	0.898757951548102	0.00965544871794872	0.8181101884226879
Lactobacillaceae	0.8198616801827379	-0.607343921241411	0.8176419832492141	1.5836459068764999	0.9157268865877659	-0.3485181175899211	Significant	Not significant	0.14424974081230202	0.341796930886267	2.92128666361988	0.662628607605251	-0.291406100731583	0.824341545506548	1.69801138957205	1.08999810989548	1.50689747512471	0.25278680156407	-0.193446318687036	-0.926110901391946	0.0975445642256174	-0.7231564271944301	1.8935066446134698	0.508281789599534	2.8887601639026	1.90400043295587	0.305392123319286	1.73024244402352	3.38069871497064	3.01765540534158	3.1117267150143997	3.2066632767973	3.2034116061434	1.98251495080402	3.7784958040557903	3.63178873959299	2.3871124268294	2.89207891876039	2.6170596584872	2.45985929547036	1.84715508565308	2.03772057548335	3.15670484157203	1.49091201101346	3.23575742114262	2.40360141812641	0.554346118956856	1.1337581048194698	0.0511158704152649	0.573748110861745	0.0235731362765753	0.312144905355048	0.054841217684594004	0.5669100434782679	0.0263864607614608	0.346097999222999
Marinifilaceae	-1.58463359449009	-2.5572536822637	0.8428460742062791	1.97197136180509	-1.8030026222458702	-1.16339027462153	Significant	Significant	0.013648082560154	0.125000272475661	2.94182887667719	1.1160581119264699	-1.4435103760771901	-1.47806654323179	2.44334384817534	-2.3223478155065496	1.0833092815951502	-0.540637492172025	0.360483579798761	-0.0409559882232262	1.2042674379048999	1.33499959671913	3.32804924062944	3.0399787682725	2.61756607495709	1.3556008946853	0.180923691474586	3.02128010633654	1.4623175419765901	2.3808239789933197	2.54109018250847	1.95148579659713	2.4115811380817798	2.06015907656246	2.07965552422567	2.9077981272323297	2.92678276341314	3.3366073599130295	3.51539547620444	3.7784528625527996	4.16547996669069	5.16299794296569	3.73012225777887	4.0296721090687	2.26358767423758	3.8052094342799596	-0.224740326161726	2.09171653885933	0.0027947164975681	0.0656719634459284	0.000370931776668211	0.006687099172281771	0.0033618233618233602	0.0651470924908425	0.000430992618492618	0.00800189393939394
Mollicutes_RF39.other	0.0425962202216508	-0.63541832799699	1.85039153645015	1.43028516123018	0.0245456251561939	-0.456442221193386	Not significant	Not significant	0.48828125372733294	0.333333392705719	1.9166269923497299	1.2922078064398401	1.91054536494939	0.320922146256979	2.19492916101567	1.4291512012828502	1.39495726816474	-0.839274163014378	-0.233961248495779	0.0210537727744038	1.46899688583419	0.327140630223585	0.569533338738275	2.2355262113373198	1.4368337325464198	2.8569632220232304	0.801097146790352	1.56347024295307	1.80086044838981	2.03198077713899	1.34371891956001	1.34697182883636	1.5343113906106398	2.5096114418589504	2.38498558790022	3.1424145967912995	4.39549567238358	4.17341639247614	1.3077084191388502	0.671579347755263	1.68944479019607	-0.737319002176241	3.2334700760283197	1.95200922389943	1.9449889022879199	1.8807652662425198	0.9151682062442841	1.3998016733573797	0.8873258366188701	0.51300437614684	0.86429022015668	0.23494918402029	0.8928936447286699	0.5413001174091321	0.870806623931624	0.319318181818182
Muribaculaceae	-1.36398960881426	0.619302422068741	0.6487541508333511	0.96834323141304	-2.14234324948782	0.5129581501732511	Significant	Not significant	0.00391628806195076	0.302144323796076	8.531082846358	8.15734514431156	7.42144252971304	8.211941154705059	8.577162043550679	8.27956493284093	8.48074565541019	8.45186049340705	8.4243081530027	8.068278476523451	6.5476360054819205	7.01870736543201	9.24586591258484	7.630060700626269	8.800086856185391	7.42737183169572	7.290865349828239	8.21455570042858	7.97939838291381	7.7354558899528305	7.876085066992201	7.266099717717509	6.728906398665991	7.5833507840842	7.863780154693691	8.299474474276881	9.11300020160034	9.13147175959918	8.99226291342689	8.9535300479713	8.863382289615279	9.81602635033234	9.04389810868656	8.74900703658678	7.754583097171951	9.040154927341199	8.31744090624846	7.579001799344571	0.00141326491787615	0.511356253315855	0.000105188867717779	0.252079650658588	0.0024728049728049697	0.490016359047815	0.000206390831390831	0.26958406177156197
Peptococcaceae	-1.69055774544169	0.657082383777054	1.80297870158946	1.5198758835049901	-0.9324220692110109	0.29580926956731896	Significant	Not significant	0.185185350347885	0.317738857980427	-1.4539394370482002	-0.948216737021244	-1.3157282795738001	-1.60308223344997	0.255359029290489	-0.8194830329961359	-2.1427697188695802	-0.22227651652737399	-0.165019649975838	0.0491099964713007	-0.368041791004996	-0.708452067557832	-8.14490612625273	-0.784620792411758	-2.6384847478775497	-1.03404673705999	-1.59130149379033	-1.2808046840718101	-1.7561133640918503	-2.7722724386425	-2.84292559635113	-3.07316463052709	-2.4453541598477204	-0.915931028717483	-0.561535972681093	-2.02573795148852	-1.2679905300191499	1.1864754106306798	-0.7602507643572121	-2.1762259803162802	1.01979422752263	0.12270060422249	-2.1429761625588	0.802113188165048	-2.2302295918023702	-0.291611061309547	-0.551407905894784	-1.1350020053566299	0.047844414686692004	0.49236304951096505	0.0225993520897932	0.215710311873197	0.0658966386770039	0.44113533773063796	0.0339112276612277	0.224087024087024
Peptostreptococcaceae	8.95353696673692		3.24856887702886		2.80215144825076		Significant		0.00013705627678544099		-3.4054074168473																		0.7896341137139201	1.1175292806504198	-0.158127033512587	-2.87360485344692	1.2970037088700301	0.7847968637399191	1.4492928696794098	0.961375232486915	-8.40451789949098	-7.80985794366871	-8.39252717595208	-8.724033400490121	-7.76344649428131	-7.45062815443565	-8.19822097922201	-9.46519923233859	0.8836021112109709	-8.295449933196089			0.0007257452749732		7.96906686842322e-05		0.00235107485107485		0.000156614219114219	
Prevotellaceae	-1.18315113174621	0.414578094560415	1.1279839568698702	0.86726962599978	-1.04754945469355	0.389335616469723	Significant	Not significant	0.11890867001499199	0.34375005504603995	6.111498807781559	4.67388804215131	4.411285921032929	4.92830478571879	4.33843679698666	5.34125260495739	4.78055160636939	4.573514821849191	4.98930036959186	4.8427588817775895	4.1288978569998696	3.4319249419877202	6.15582951597868	4.00311442566458	4.97863037618047	5.243812035293151	4.294648754555101	3.8312526243163196	4.9307882802481	5.386946008792861	6.212285066631559	4.84106666124852	3.81535120043364	5.31224868292109	5.930550906393861	6.50859764105937	7.56209488309955	7.340352669395959	5.96346322584855	5.976154577582481	6.3477098380043495	7.076935820012929	6.509084938613911	6.26452543761097	5.37536147795884	6.540614779734679	4.77497683706292	4.2701576936946894	0.0256274499029277	0.7071802179801351	0.008426864897405809	0.48401466202805793	0.0332904762635326	0.547079965625215	0.0130596833721834	0.338410547785548
Rhodospirillales.other	1.08323345135491	1.08911534060614	1.8887382473388898	1.5377105392388999	0.507887007137108	0.6630385103013801	Not significant	Not significant	0.326171937855375	0.21637440142591197	2.65673016924681	1.68064471329353	1.8885503002133999	1.04542847883952	2.07106755855405	4.98098146940891	1.95541240524025	3.6175607689842004	3.2702831365184997	1.10274871802417	1.77736947839953	2.354075030971	1.36353021070927	-0.266560832830656	1.57171967848149	0.99870269766173	0.987926144662018	0.769134128261634	2.41925508639188	4.16136597465354	2.63878944392421	1.22354420493194	2.66417518718509	3.63969295946765	3.20466571546656	3.1816113810074	3.63337902326485	2.8368492061446	2.26944717189384	1.01780501867477	0.205153065702763	0.7481012069893141	4.66588593074744	0.40864263075312895	2.9216200851066	1.68630419989461	2.07676042751712	1.2043567468270902	0.279829950912263	0.21366295626418502	0.208036266855398	0.0441298723927544	0.32076340613844107	0.241507965895987	0.24061285936285898	0.0637031371406371
Rikenellaceae	-1.08025558155245	-0.5827218052573271	0.924614937536316	0.8866182164808198	-1.07098804550459	-0.641712230180951	Significant	Not significant	0.152343963954536	0.24366482745826198	5.55441076908419	6.23279558578462	5.46892277207157	6.07276965722257	6.548252020143889	6.355526073341559	5.958608204961309	5.2026035834080995	6.27824095103504	5.9386976191365495	5.424443480734861	5.8226231251963405	7.34645285949074	7.14383887848571	7.03751960942611	6.958470518479951	6.21596895904168	6.392420841357191	4.84564836178256	5.4883651814280405	5.320390020887941	4.82803433420778	4.3507809043549	5.26864928980282	5.3991384803844	5.995292055056879	6.89102002500036	6.71679763601876	5.32185886767143	5.10413768103627	6.57888184368592	6.38231710804984	5.789222385443059	6.52875057861246	5.23056719447458	6.38805023223754	6.03251221651304	6.70807674575245	0.0314589548001472	0.315073018474545	0.0128959186963534	0.0978344904457886	0.0473532154251229	0.33841734471306206	0.0217875874125874	0.130279963092463
Ruminococcaceae	-1.0689048041601998	0.128425608911936	1.1996925888699899	0.644492356244421	-0.848222705892511	0.167465109475605	Significant	Not significant	0.185547040368563	0.423001974291642	5.680651845937929	5.80170255365858	5.94443874126063	5.56872985644749	6.24461434448272	5.716737996813801	5.42779229667338	5.37275330382509	6.469366261407799	6.53967224590008	5.682397088446059	5.44880705277673	6.337791507778519	5.9706687824675795	5.935942737666769	5.70435734876441	5.29753972324752	5.706847831238299	5.3805255517779305	5.6790300053308895	4.3462711375651	4.915645604528731	5.13139582796372	5.539036719739139	6.2034536132891205	5.373270754856559	6.63356829197683	7.377022244318839	5.45125597540309	4.44669265708027	7.39961410936144	6.06589003169753	5.992876671484179	7.1953344268294	5.35893371444792	6.41756866995113	5.8791943711060295	5.74519486686367	0.0864864727306954	0.7208084880170991	0.0481682136810664	0.53748597152014	0.0932761040854418	0.771232874682272	0.0529768842268842	0.638767482517482
Saccharimonadaceae	-0.402153132320448	-1.4578513069661798	5.112861515690679	4.25009978315652	-0.0915654294446727	-0.311019432039695	Not significant	Not significant	0.44639377935518804	0.34375005504603995	-6.781036088568669	-7.56736941690317	-9.84718571864517	-8.71095811560929	-8.88550258007642	-8.393009650817469	-9.33802559194843	-8.52059265808103	-8.20941985962304	-5.38531807042434	-9.5405166597722	-9.95724528601269	-7.93868527448753	-4.526163773225861	-8.68771246217039	-5.790407200403499	-5.686551172407349	-4.409980158188411	-4.01569238183393	-9.150817494285151	-8.90599346699533	-4.56091464989638	-10.055942701506	-10.0054511133133	-3.86621261153283	-9.012153490406769	-4.60125402469173	-7.68698820546245	-8.425842034399901	-8.09071274370788	-3.5060225747372997	-7.68382725663208	-8.249031550321911	-4.7563930158528605	-7.28690077812106	-6.28741252875535	-8.3159926576201	-6.54368742541541	0.628929734684193	0.627361267901821	0.572334788036002	0.43320740592982	0.7137763581465091	0.567116170724584	0.6558821386946391	0.37866768648018606
Tannerellaceae	0.0538830111752726	1.14536192379324	0.694916370395787	0.7920389131818292	0.0702981676285896	1.32721110258647	Not significant	Significant	0.46198831620005	0.0898441486173062	1.63999375538577	1.3064388636516102	1.8328901388819598	1.6530514979353002	1.4103857071220702	2.24219353183302	1.71573791650386	2.17298407751768	2.29875143495875	0.9830577180282171	0.7389896642611021	0.6038550499811229	1.8504582031349799	0.55737238260853	1.22314573399671	0.6183910530346299	0.29892000486049797	-0.057087550194094006	1.22251282574828	2.38155755897846	1.4394949259793202	1.58173229487463	1.87887182882384	0.6476546160583772	2.4153125315120803	1.72165577715568	1.6627370828591699	1.49457162184434	1.49661313123762	1.6858082358356599	1.65085620630345	1.95756717245487	1.43044382109821	1.6281331327407398	1.6745764015506297	1.62506800310166	1.85244993541753	0.63817700277606	0.7454293690859399	0.0404134152104386	0.700870796773673	0.00407585594150854	0.751535091424713	0.0563020428645429	0.7048149766899771	0.00704399766899767
